Year,Value,Z-Score
2027.0,117.076485,0.4238892
2027.0,147.2924,0.29851153
2027.0,142.38164,0.404254
2027.0,0.6175769,2.5638793
2027.0,34.152016,-0.3563523
2027.0,98.26971,0.36565235
2027.0,57.613914,0.036877185
2027.0,104.35199,0.5136306
2027.0,25.287409,0.85780656
2027.0,121.86878,0.2515054
2027.0,35.427635,0.63557327
2027.0,184.6453,0.4930568
2027.0,84.07436,0.2840543
2027.0,34.710403,0.3685054
2027.0,58.776047,0.48333743
2027.0,48.281666,2.0923924
2027.0,174.2689,0.38997892
2027.0,16.665178,-1.0857034
2027.0,89.95009,-0.025471658
2027.0,44.762093,1.9175347
2027.0,65.000984,0.77407074
2027.0,70.17237,-1.248143
2027.0,119.25034,0.3878546
2027.0,53.50567,0.42138222
2027.0,183.259,0.01899293
2027.0,99.50041,0.35797217
2027.0,149.86975,0.3889337
2027.0,97.80557,1.1160772
2027.0,162.7561,0.4861212
2027.0,53.0831,0.020069271
2027.0,13.316711,-0.07163642
2027.0,94.054146,0.44929317
2027.0,91.68929,0.37710765
2027.0,46.724022,0.7755612
2027.0,137.1966,0.42409423
2027.0,106.89306,0.38077548
2027.0,30.74297,0.57782793
2027.0,36.76752,1.9884155
2027.0,54.703144,-0.12428519
2027.0,109.01933,0.7603669
2027.0,47.088036,1.8488725
2027.0,50.211815,-0.7929611
2027.0,58.30559,0.6845262
2027.0,86.73378,0.41618136
2027.0,143.57181,0.067887336
2027.0,46.760048,-0.4681835
2027.0,139.17369,0.36552384
2027.0,102.81614,0.19683889
2027.0,30.593496,1.306782
2027.0,179.06242,0.11334565
2027.0,122.3378,0.39768794
2027.0,125.22898,-0.2310867
2027.0,35.85922,0.762218
2027.0,91.382324,0.53512144
2027.0,77.49099,0.34586623
2027.0,108.779045,0.33660653
2027.0,185.48453,0.37903598
2027.0,171.81717,0.4027553
2027.0,71.9512,1.38209
2027.0,106.147354,0.07902244
2027.0,13.941168,-0.7858312
2027.0,111.61145,0.41280797
2027.0,122.40406,0.31652978
2027.0,77.59539,0.4219704
2027.0,37.800667,0.7060733
2027.0,15.527299,1.3862824
2027.0,101.07084,0.40896872
2027.0,162.96635,0.4286032
2027.0,53.96116,-0.23983166
2027.0,26.915188,0.51278806
2027.0,1.67454,2.0873072
2027.0,202.9463,0.3722773
2027.0,200.09729,0.38058332
2027.0,129.60287,0.36653855
2027.0,102.06873,0.44032815
2027.0,156.44662,0.6177273
2027.0,89.052536,2.143731
2027.0,162.11392,0.39223006
2027.0,27.533916,0.3475298
2027.0,122.78395,0.4305096
2027.0,154.62646,0.5372467
2027.0,59.019577,0.12241581
2027.0,161.01282,0.37875465
2027.0,63.181282,0.26627877
2027.0,32.579517,0.6528857
2027.0,87.228905,0.21238187
2027.0,69.50411,0.8797835
2027.0,112.48374,0.37827685
2027.0,63.63905,0.40038612
2027.0,134.88489,0.46783212
2027.0,72.99576,0.40133265
2027.0,170.50485,0.33231595
2027.0,46.744373,1.5057021
2027.0,33.334545,1.6911707
2027.0,79.94082,0.4142647
2027.0,81.19478,0.47054842
2027.0,22.725061,2.8196816
2027.0,17.477854,-0.096330196
2027.0,21.65571,-0.52895224
2027.0,101.37823,0.52208567
2027.0,115.95765,0.67155886
2027.0,69.97152,0.20407966
2027.0,204.76566,0.3528233
2027.0,93.72126,0.32470992
2027.0,101.11253,0.39716247
2027.0,173.0335,0.19179633
2027.0,17.475557,2.0995226
2027.0,85.876396,-0.48350045
2027.0,129.72108,0.35452893
2027.0,81.04296,0.33060792
2027.0,85.8722,0.39687708
2027.0,104.25605,0.31296852
2027.0,103.71555,0.37966016
2027.0,128.72763,0.34080508
2027.0,100.33422,0.49706295
2027.0,54.118313,0.5387207
2027.0,131.90385,0.31557515
2027.0,106.84461,0.38370135
2027.0,92.34672,0.38408402
2027.0,114.23986,0.4564691
2027.0,61.045837,0.7057247
2027.0,28.388807,0.6437259
2027.0,23.409159,1.3765048
2027.0,119.65996,0.45003656
2027.0,186.28574,0.39971498
2027.0,74.89875,0.7440901
2027.0,188.44879,0.34513095
2027.0,210.77765,0.31369403
2027.0,128.38379,0.3594027
2027.0,144.50668,0.3784695
2027.0,258.89294,0.35928062
2027.0,51.398758,0.26095334
2027.0,66.20547,0.40688542
2027.0,144.18376,0.515255
2027.0,23.83402,-0.2573997
2027.0,51.15457,1.173038
2027.0,109.32108,0.5192814
2027.0,38.80726,0.17237642
2027.0,101.55566,0.046034843
2027.0,111.049126,0.29596713
2027.0,107.795815,0.43305972
2027.0,45.315193,-0.06984469
2027.0,139.66054,0.4127269
2027.0,159.85757,0.12824777
2027.0,82.34221,0.7232003
2027.0,149.34589,-0.4648747
2027.0,106.50962,0.4293094
2027.0,57.696606,-0.19976756
2027.0,91.65446,1.2847016
2027.0,32.598392,0.46870866
2027.0,30.48066,1.1214559
2027.0,99.34292,0.059295207
2027.0,157.02087,0.1735492
2027.0,85.598495,1.1179005
2027.0,94.849304,-2.0969734
2027.0,81.283554,0.3686264
2027.0,167.13602,0.4562607
2027.0,179.54184,0.40184548
2027.0,153.35437,0.07769683
2027.0,26.438465,0.5665785
2027.0,24.909304,2.7679703
2027.0,78.35785,0.3082998
2027.0,99.44877,0.36074308
2027.0,28.841238,1.2685034
2027.0,86.19477,0.3587561
2027.0,96.39762,0.39887026
2027.0,72.82772,0.9080534
2027.0,184.40535,0.28388932
2027.0,70.074295,0.45755008
2027.0,115.523735,0.52070093
2027.0,82.01832,0.74436855
2027.0,99.77596,0.61262155
2027.0,102.90194,0.31857446
2027.0,67.385704,0.22777298
2027.0,68.81939,2.4492114
2027.0,131.20992,0.35479453
2027.0,89.363075,0.3970075
2027.0,92.71821,0.4831989
2027.0,134.49515,0.25494578
2027.0,53.12372,0.40612414
2027.0,121.326775,0.43397287
2027.0,132.15585,0.43504384
2027.0,51.325153,0.51768446
2027.0,88.47344,0.47604468
2027.0,107.87261,0.27555946
2027.0,102.58004,0.38952878
2027.0,113.21928,0.013859779
2027.0,51.03581,0.37472954
2027.0,145.96246,0.39204505
2027.0,44.595634,1.0390166
2027.0,125.010635,0.4447861
2027.0,13.525291,3.27005
2027.0,135.21559,1.0140777
2027.0,131.30565,0.34418395
2027.0,49.509945,0.05986753
2027.0,192.14581,0.34131435
2027.0,102.61979,0.38316634
2027.0,149.89174,0.43644574
2027.0,45.88556,0.4067532
2027.0,40.693764,-0.30942008
2027.0,140.0989,0.3764353
2027.0,86.14824,0.49014714
2027.0,88.04862,-0.93953896
2027.0,107.03889,-0.49094054
2027.0,121.78889,0.3032799
2027.0,78.19805,0.35396507
2027.0,117.75788,0.37478068
2027.0,55.06315,1.0066411
2027.0,94.732445,0.41791824
2027.0,185.51299,0.44106677
2027.0,252.84703,0.5480633
2027.0,15.990609,0.23782876
2027.0,82.401085,0.40362766
2027.0,182.18915,0.41361764
2027.0,81.93721,0.36894944
2027.0,35.957485,0.12450555
2027.0,70.79815,1.2057581
2027.0,36.07199,0.50201464
2027.0,29.345934,0.8562472
2027.0,90.02736,0.2660661
2027.0,148.84644,0.40883735
2027.0,189.9238,0.36992314
2027.0,100.07819,0.3734956
2027.0,133.43825,0.42795804
2027.0,181.3746,0.3827429
2027.0,127.65456,-0.17847726
2027.0,90.19456,0.77803564
2027.0,209.17569,0.3424969
2027.0,15.804074,-0.038577706
2027.0,86.3599,0.45956114
2027.0,49.686417,-0.07414934
2027.0,178.3529,0.10197356
2027.0,77.101685,-0.21790764
2027.0,78.80255,0.4034405
2027.0,180.56195,0.35043958
2027.0,129.97823,-0.03824851
2027.0,125.41353,0.4081798
2027.0,85.45532,0.8243196
2027.0,84.102806,0.38400462
2027.0,29.030891,0.20370862
2027.0,17.885437,-0.5819967
2027.0,69.32199,-1.309565
2027.0,139.9628,0.4870768
2027.0,88.583275,0.42665294
2027.0,49.428143,0.30447748
2027.0,131.67963,0.36018947
2027.0,38.147903,-0.7809545
2027.0,165.50835,0.39330485
2027.0,101.128265,0.26552442
2027.0,82.15548,1.8220192
2027.0,68.14016,0.6059222
2027.0,124.8435,0.29458526
2027.0,153.10414,0.47493938
2027.0,62.783287,0.39563134
2027.0,155.52881,0.22153953
2027.0,164.88199,0.44501355
2027.0,1.1808708,3.8481667
2027.0,62.661148,1.200158
2027.0,92.18661,0.41754058
2027.0,239.37305,0.435133
2027.0,72.28934,0.36012748
2027.0,127.351204,0.4307814
2027.0,71.05587,0.42603162
2027.0,80.85848,0.24028829
2027.0,60.3256,0.47810128
2027.0,109.1826,0.4920874
2027.0,52.274315,0.53587604
2027.0,87.880775,0.37678364
2027.0,13.961356,-0.83635163
2027.0,53.4618,-0.40755412
2027.0,106.406044,0.42900613
2027.0,121.07409,0.32763055
2027.0,35.895355,-0.3099449
2027.0,53.269737,0.9985287
2027.0,105.09983,0.6448841
2027.0,117.93572,0.066615134
2027.0,85.070305,0.32866934
2027.0,55.698208,-0.035520762
2027.0,5.815819,0.6135104
2027.0,104.34508,0.3728228
2027.0,128.9609,0.13267043
2027.0,1.7818825,0.36159524
2027.0,31.158533,1.8776431
2027.0,127.17943,-0.24530217
2027.0,90.51516,0.4601343
2027.0,137.16959,0.17783216
2027.0,179.68713,0.7007108
2027.0,148.95004,0.17639306
2027.0,54.91086,1.0825484
2027.0,112.42544,0.51267815
2027.0,102.9927,0.39340928
2027.0,18.590454,0.43712914
2027.0,59.364468,1.0296061
2027.0,299.13293,0.37470058
2027.0,51.307777,0.39709654
2027.0,132.49889,0.40059093
2027.0,214.0177,0.23867038
2027.0,83.042854,0.21093538
2027.0,212.6274,0.46577266
2027.0,44.570686,0.3950204
2027.0,65.69672,0.63411784
2027.0,73.99799,-0.37083933
2027.0,227.9123,0.40550426
2027.0,133.15628,0.42184547
2027.0,82.018005,0.35877994
2027.0,110.5731,0.40500215
2027.0,123.91022,0.37265304
2027.0,192.76044,0.44739774
2027.0,76.67585,0.17016128
2027.0,56.976868,-0.3430762
2027.0,156.43208,0.22969106
2027.0,41.30732,0.2228513
2027.0,30.129599,1.5434679
2027.0,42.7531,0.6646614
2027.0,140.40393,0.39057353
2027.0,137.87,0.38797858
2027.0,195.95627,0.3678842
2027.0,47.677063,0.31905416
2027.0,63.42621,1.543175
2027.0,116.048744,0.36200574
2027.0,108.4079,0.84168935
2027.0,154.35045,0.30101207
2027.0,27.32939,-0.0038238466
2027.0,153.1973,0.0042238533
2027.0,82.895744,1.6197476
2027.0,19.260515,3.5458627
2027.0,184.02197,0.3671594
2027.0,58.880157,0.7547897
2027.0,135.85818,0.47599414
2027.0,58.238167,0.321214
2027.0,68.94558,0.6446681
2027.0,140.13326,0.32497314
2027.0,16.900335,-0.35050794
2027.0,98.515816,0.45935157
2027.0,110.15693,0.524878
2027.0,47.053673,2.1820073
2027.0,95.04847,0.3690596
2027.0,7.51529,0.7459935
2027.0,55.48195,1.5137454
2027.0,39.245365,-0.25387976
2027.0,51.683235,0.83067083
2027.0,77.47198,-0.21912214
2027.0,145.41861,0.50871706
2027.0,149.41324,0.26619294
2027.0,241.0196,0.36529163
2027.0,132.79645,0.41926625
2027.0,79.1858,0.23265651
2027.0,136.27803,0.41381648
2027.0,71.24171,0.3506389
2027.0,266.50717,0.38453487
2027.0,63.045166,0.21586683
2027.0,261.56665,0.44132903
2027.0,166.64731,0.3025289
2027.0,56.476467,0.50696325
2027.0,71.156075,0.36074093
2027.0,31.881603,-1.8515007
2027.0,87.16275,1.4635787
2027.0,107.606316,0.4646211
2027.0,52.012184,-0.33055446
2027.0,60.298187,0.4747422
2027.0,161.35178,0.39165595
2027.0,139.41736,0.40292314
2027.0,66.55229,0.51852846
2027.0,65.02677,0.41201547
2027.0,91.29756,0.3147712
2027.0,107.44294,0.4197655
2027.0,116.24921,0.37217095
2027.0,80.259926,0.50776124
2027.0,178.96341,0.423687
2027.0,160.53061,0.4408231
2027.0,74.49642,-0.009323329
2027.0,23.507711,-1.8585296
2027.0,73.41959,-0.011660069
2027.0,102.99117,0.35906532
2027.0,117.72081,0.28373912
2027.0,24.671133,2.5091825
2027.0,147.6912,0.5314956
2027.0,26.953539,0.9319514
2027.0,85.70906,0.37308815
2027.0,140.64297,0.29216197
2027.0,186.01126,0.34060863
2027.0,69.834145,0.339448
2027.0,66.36771,0.42880943
2027.0,56.43955,0.05785349
2027.0,81.34345,0.3226929
2027.0,121.70559,0.4370871
2027.0,48.55614,1.8414968
2027.0,21.58634,1.4866636
2027.0,103.70539,0.5275705
2027.0,93.20155,0.16224626
2027.0,89.720276,0.06347707
2027.0,87.615456,-0.070248336
2027.0,30.16577,4.1861067
2027.0,68.5774,-0.327311
2027.0,85.64498,-0.1441221
2027.0,57.761917,0.20075276
2027.0,46.808464,2.2236915
2027.0,68.50532,0.41659072
2027.0,167.7254,0.3324633
2027.0,123.57374,0.14402059
2027.0,83.65319,0.41350988
2027.0,141.0609,0.35465768
2027.0,65.695,0.3802059
2027.0,234.08368,0.3635731
2027.0,52.347404,0.82761574
2027.0,58.734085,0.4771321
2027.0,95.23759,0.04733494
2027.0,102.82273,0.20278743
2027.0,74.59496,2.64379
2027.0,64.41076,-0.87748027
2027.0,183.14761,0.013548881
2027.0,139.92084,0.30609086
2027.0,21.539165,1.360678
2027.0,55.32467,-0.34958896
2027.0,102.35961,0.4593239
2027.0,139.76666,0.43447688
2027.0,152.17567,0.35085014
2027.0,188.92307,0.3292828
2027.0,96.14932,0.33175567
2027.0,194.3103,0.36786988
2027.0,-0.53100413,-0.24688897
2027.0,207.78824,-0.20033881
2027.0,252.70535,0.3856707
2027.0,145.21588,0.4261122
2027.0,37.581062,2.7667606
2027.0,131.78983,0.28898242
2027.0,119.624664,0.35780957
2027.0,112.52015,0.22990516
2027.0,10.513782,1.6647857
2027.0,109.055885,0.47288707
2027.0,9.265363,-0.042915523
2027.0,160.55785,0.36046174
2027.0,36.38531,-0.5148157
2027.0,104.63033,0.0074568093
2027.0,140.27654,0.39528516
2027.0,57.139175,0.32299045
2027.0,155.74982,0.41424087
2027.0,270.09442,0.15939906
2027.0,100.16548,0.87408113
2027.0,37.648056,0.8843
2027.0,81.124306,0.34804276
2027.0,129.9675,0.35420898
2027.0,104.97433,0.23137668
2027.0,80.74509,0.45096615
2027.0,50.89571,0.39807132
2027.0,85.89789,0.27197793
2027.0,78.366486,0.09422067
2027.0,63.455925,-0.28333876
2027.0,81.92649,0.40967253
2027.0,143.50266,0.38410524
2027.0,153.86893,0.3792391
2027.0,129.45743,0.41823724
2027.0,126.045906,0.33208898
2027.0,94.0619,0.4204946
2027.0,42.861526,1.3119601
2027.0,119.855995,0.27257445
2027.0,87.37452,0.3607724
2027.0,17.049917,0.53290665
2027.0,149.15298,0.47573045
2027.0,131.73236,0.3809586
2027.0,81.780754,0.588573
2027.0,32.26438,1.3684785
2027.0,2.959953,3.0872102
2027.0,16.154673,1.2916341
2027.0,158.66727,0.32522205
2027.0,51.257786,0.34354356
2027.0,154.43979,0.4207187
2027.0,86.67159,0.26986364
2027.0,113.32345,0.37973073
2027.0,38.813354,1.5551624
2027.0,42.52723,0.692206
2027.0,65.315384,0.02359894
2027.0,139.92032,0.3809581
2027.0,122.019875,0.39738992
2027.0,46.82256,0.683733
2027.0,18.105005,0.67201555
2027.0,105.08645,-0.1681957
2027.0,131.9629,0.32730392
2027.0,181.65428,0.35806373
2027.0,43.50627,0.5699129
2027.0,98.10905,0.91195107
2027.0,133.2074,0.29641154
2027.0,112.15266,0.36299613
2027.0,19.45017,1.6710293
2027.0,12.231519,2.483917
2027.0,129.23041,0.39736274
2027.0,105.72045,0.3529158
2027.0,98.78675,0.29547527
2027.0,65.02533,0.4654117
2027.0,48.183765,0.40562084
2027.0,23.621096,2.3697534
2027.0,85.30543,0.90626884
2027.0,192.95694,0.3680916
2027.0,124.34393,0.28639463
2027.0,213.2673,-0.6153488
2027.0,95.19556,0.42357853
2027.0,94.05891,2.2231603
2027.0,127.59614,0.47056583
2027.0,132.79984,0.37452796
2027.0,150.31052,0.38902476
2027.0,98.44381,-0.12981412
2027.0,40.944614,2.73046
2027.0,54.824738,0.3653932
2027.0,140.20308,0.39851716
2027.0,91.18986,-0.43447062
2027.0,66.12211,0.40379098
2027.0,78.69321,0.42274502
2027.0,115.49433,0.36259845
2027.0,79.940025,0.35565284
2027.0,58.38047,0.81307983
2027.0,86.42748,0.40821412
2027.0,81.85076,0.4762328
2027.0,206.0681,0.21140292
2027.0,123.403534,0.31647494
2027.0,142.31699,0.26522115
2027.0,10.100442,2.4199686
2027.0,31.03133,1.9826405
2027.0,59.428837,-0.36515948
2027.0,53.188427,0.28098598
2027.0,104.76442,0.2588959
2027.0,70.9963,0.32342938
2027.0,21.767431,2.4324694
2027.0,112.555626,0.38998416
2027.0,41.98032,1.7401013
2027.0,44.45023,0.79675925
2027.0,104.00446,0.37496713
2027.0,87.47402,0.6908591
2027.0,79.11916,0.43663242
2027.0,72.45744,0.41775468
2027.0,45.406326,0.78192246
2027.0,84.74287,-0.10677311
2027.0,17.73482,0.30893236
2027.0,62.7025,0.048084766
2027.0,92.58729,0.37388304
2027.0,48.14743,3.7343082
2027.0,194.93604,0.40109447
2027.0,57.938446,0.027849942
2027.0,14.296216,3.2927876
2027.0,177.24377,0.26111224
2027.0,50.355858,-0.22327599
2027.0,94.057365,0.18198517
2027.0,103.338066,0.41719392
2027.0,152.96378,0.021342784
2027.0,93.72321,0.38141635
2027.0,71.655754,0.41742495
2027.0,33.53987,2.1376655
2027.0,63.68204,0.4672692
2027.0,26.547094,0.88949203
2027.0,208.89038,0.37168124
2027.0,70.64393,0.6401186
2027.0,272.99194,0.28743938
2027.0,49.59694,1.2677377
2027.0,102.88975,0.4255891
2027.0,100.736015,0.43462232
2027.0,74.912865,0.25500157
2027.0,72.47168,0.10558179
2027.0,21.790972,-0.015316874
2027.0,106.12948,0.90398836
2027.0,159.88972,0.38009694
2027.0,127.426926,0.2777014
2027.0,60.322704,0.35314873
2027.0,64.660774,0.42388394
2027.0,63.252323,0.5155711
2027.0,139.2376,0.12924197
2027.0,157.28235,0.40286973
2027.0,41.560215,1.1715915
2027.0,94.45379,0.4170976
2027.0,135.46643,0.46214727
2027.0,48.767006,0.3455675
2027.0,71.682106,0.7664883
2027.0,50.121704,0.5660268
2027.0,143.65518,0.5299759
2027.0,69.492714,0.3418987
2027.0,148.09946,0.55725336
2027.0,152.03336,0.00129655
2027.0,69.85332,-0.35393688
2027.0,24.107916,0.9111682
2027.0,63.79566,0.051105052
2027.0,101.979164,1.4735479
2027.0,132.691,0.50875425
2027.0,132.9674,0.5368023
2027.0,114.69184,0.15225127
2027.0,127.10163,0.021387607
2027.0,32.605736,0.85337806
2027.0,102.551025,0.41382554
2027.0,131.98727,0.7128978
2027.0,181.55481,0.3858128
2027.0,125.114876,0.37939122
2027.0,43.530804,0.22733381
2027.0,8.248328,-0.16359389
2027.0,121.70115,0.37557796
2027.0,47.208332,-0.993024
2027.0,211.08673,0.50189304
2027.0,186.91754,0.46473077
2027.0,99.13259,0.40625814
2027.0,117.734184,0.48441032
2027.0,84.73623,0.2626491
2027.0,41.991123,1.081002
2027.0,120.385826,0.41679576
2027.0,99.15504,0.39842227
2027.0,110.70488,0.39416173
2027.0,149.27074,0.3901849
2027.0,78.69424,1.3214006
2027.0,196.14764,0.35036328
2027.0,14.2869005,-0.10900816
2027.0,74.28719,0.15599015
2027.0,104.110504,0.42475584
2027.0,43.613834,-0.07508287
2027.0,207.23563,0.42963126
2027.0,86.81866,0.38186267
2027.0,131.50313,0.39218333
2027.0,49.02114,0.3152292
2027.0,168.08781,0.45063832
2027.0,62.501057,0.2183266
2027.0,85.61573,0.35117105
2027.0,62.550293,0.124495775
2027.0,22.138552,0.34368587
2027.0,118.64165,0.28916696
2027.0,211.73146,0.29443553
2027.0,70.255196,0.46915916
2027.0,101.33577,0.39511827
2027.0,119.5602,0.13550285
2027.0,61.194008,0.82409406
2027.0,95.79852,0.01722768
2027.0,42.293507,-0.32443544
2027.0,210.03024,0.359149
2027.0,69.27763,0.4119797
2027.0,67.66251,0.21667579
2027.0,197.11871,0.36015704
2027.0,176.16193,0.35561517
2027.0,112.57265,-0.21751067
2027.0,26.334967,0.64827716
2027.0,30.13226,0.38973597
2027.0,107.79142,0.31604102
2027.0,162.55832,0.3997002
2027.0,93.68524,0.6096928
2027.0,268.81738,0.38537696
2027.0,25.140566,1.5745124
2027.0,55.1426,0.9304913
2027.0,147.69855,0.6069002
2027.0,165.88492,0.3655825
2027.0,238.16608,0.5088358
2027.0,118.42092,0.37433103
2027.0,51.22051,0.7361201
2027.0,180.225,0.33805612
2027.0,143.595,0.5153661
2027.0,122.07615,0.38519338
2027.0,39.639664,0.0042934716
2027.0,62.06221,2.1007323
2027.0,45.483223,0.7514205
2027.0,65.84965,-0.12088248
2027.0,52.374664,0.764174
2027.0,169.74664,0.13961127
2027.0,83.27515,-0.10477206
2027.0,221.58228,0.3576899
2027.0,79.78633,0.2290602
2027.0,71.625786,-0.9605862
2027.0,26.44553,1.752505
2027.0,19.98127,-0.025068343
2027.0,209.89436,0.40987495
2027.0,198.6158,0.32322028
2027.0,108.48939,0.098811656
2027.0,135.63498,0.3891845
2027.0,122.78858,0.3918486
2027.0,194.38626,0.37232164
2027.0,118.26731,0.43667224
2027.0,124.70122,0.39180234
2027.0,56.187286,0.3843148
2027.0,77.61399,0.5808513
2027.0,86.946556,0.60350657
2027.0,111.11235,0.41591218
2027.0,35.50668,0.6875973
2027.0,80.3223,0.42680004
2027.0,152.82599,0.28409007
2027.0,141.03806,0.39109758
2027.0,95.5636,0.5009744
2027.0,73.35931,0.47526506
2027.0,187.46481,0.4410825
2027.0,114.551796,0.3740435
2027.0,95.40293,0.2720032
2027.0,21.733126,2.0173879
2027.0,117.62705,0.1714473
2027.0,159.01733,0.3849955
2027.0,39.09581,0.15765753
2027.0,36.00789,0.9911953
2027.0,50.976997,0.52135205
2027.0,83.90144,0.35969284
2027.0,42.25521,0.9123838
2027.0,37.917297,0.39963213
2027.0,169.96677,0.7757225
2027.0,115.04563,0.38997892
2027.0,48.471977,2.1464837
2027.0,61.27715,0.34721568
2027.0,165.49055,0.35353473
2027.0,178.02155,0.12044385
2027.0,95.16077,0.24148515
2027.0,117.543045,0.42408898
2027.0,51.923435,0.5010961
2027.0,30.801908,1.7403213
2027.0,141.8783,-1.3057613
2027.0,167.67288,0.115495235
2027.0,87.388695,0.33956745
2027.0,48.235355,0.6499444
2027.0,82.39643,0.8408961
2027.0,66.38304,0.44415334
2027.0,73.26338,0.14425567
2027.0,28.842417,-0.1426312
2027.0,153.7084,0.41560557
2028.0,131.54224,1.2845182
2028.0,49.681435,-0.09547743
2028.0,162.80898,0.0755339
2028.0,224.86224,0.29957774
2028.0,168.45665,0.24316362
2028.0,120.573456,0.34110168
2028.0,100.256294,0.39462832
2028.0,81.01521,0.27743176
2028.0,86.62579,0.383307
2028.0,66.64716,0.47623518
2028.0,51.863415,0.5101954
2028.0,47.531593,0.7022934
2028.0,55.911892,0.029494077
2028.0,115.33386,-0.20526645
2028.0,52.005356,-0.4455491
2028.0,38.74355,1.3623247
2028.0,119.953445,0.441546
2028.0,25.703669,0.7293712
2028.0,11.85656,2.5021088
2028.0,62.477467,0.7893448
2028.0,136.29553,-0.28098533
2028.0,17.307665,0.0963763
2028.0,140.80852,0.36518624
2028.0,72.912895,-0.15593669
2028.0,90.82159,0.41608408
2028.0,68.791336,0.38083985
2028.0,116.48602,0.39437774
2028.0,128.05148,0.4027677
2028.0,110.46371,0.37978795
2028.0,126.2571,0.20689872
2028.0,16.85365,0.9023421
2028.0,90.90677,0.4641271
2028.0,225.73343,0.19470313
2028.0,41.978218,0.2610598
2028.0,127.079636,0.17082313
2028.0,83.85911,0.1568785
2028.0,144.63841,0.45502332
2028.0,96.98934,-0.15660855
2028.0,35.77952,3.181531
2028.0,45.258396,0.17135349
2028.0,126.022865,0.40382293
2028.0,35.170265,-0.2784826
2028.0,127.1375,0.42554906
2028.0,106.003265,0.2408481
2028.0,94.42426,0.4009829
2028.0,89.52827,0.11065629
2028.0,64.32345,0.44223693
2028.0,125.515274,0.51554966
2028.0,106.24497,0.34037974
2028.0,8.3789215,0.4497086
2028.0,94.30241,0.1564658
2028.0,156.90509,0.27024463
2028.0,115.9607,0.32881168
2028.0,125.354095,0.27836373
2028.0,125.52737,0.4572306
2028.0,127.790695,0.4781976
2028.0,72.51275,1.1112201
2028.0,83.511894,0.44099334
2028.0,78.489494,1.1130905
2028.0,47.825928,0.49489477
2028.0,134.43852,0.17219117
2028.0,34.289383,0.95361924
2028.0,83.54244,0.26290587
2028.0,49.05691,-1.0215043
2028.0,155.90611,0.34783557
2028.0,54.96801,0.43507674
2028.0,95.89299,0.40466788
2028.0,85.64047,0.8252976
2028.0,235.44414,0.48340514
2028.0,43.247734,1.2867041
2028.0,108.76117,0.406117
2028.0,140.1372,0.2826343
2028.0,240.4344,0.39316085
2028.0,131.0834,0.24604896
2028.0,248.84708,0.36398318
2028.0,87.14884,0.97266936
2028.0,35.494545,1.2096691
2028.0,56.588737,0.40311888
2028.0,130.5364,0.30842784
2028.0,43.860634,0.40550545
2028.0,92.124306,0.29560283
2028.0,74.88086,0.38923123
2028.0,130.35454,0.027283698
2028.0,145.71593,0.40749553
2028.0,181.20755,0.38164762
2028.0,95.55453,0.4811037
2028.0,71.37076,0.51448965
2028.0,88.98175,0.71693873
2028.0,25.308718,0.89908206
2028.0,109.38159,0.30607036
2028.0,130.43997,0.39711002
2028.0,38.879242,0.40367833
2028.0,29.255125,0.3403181
2028.0,115.74345,0.288991
2028.0,91.75286,0.06348589
2028.0,53.462563,0.35679057
2028.0,250.03592,0.39004138
2028.0,94.50446,0.33409408
2028.0,140.36171,0.5317297
2028.0,123.025154,-0.10537431
2028.0,116.09579,0.5065818
2028.0,94.31417,0.43163636
2028.0,44.281647,-0.5072539
2028.0,66.82162,0.14823893
2028.0,110.00243,0.35857633
2028.0,82.61295,0.5874615
2028.0,59.389496,-0.013733596
2028.0,128.79282,0.39826062
2028.0,32.283455,1.3728132
2028.0,71.65373,0.31652048
2028.0,101.2436,0.35965112
2028.0,117.27273,0.29391292
2028.0,101.94224,0.37773946
2028.0,102.106804,0.31238964
2028.0,175.43127,0.37780002
2028.0,118.348694,-0.4792299
2028.0,146.92633,0.12962249
2028.0,67.1063,0.8623929
2028.0,56.369293,0.8102739
2028.0,63.107445,1.0189108
2028.0,11.113687,0.7192874
2028.0,168.63147,0.36531928
2028.0,82.30631,-0.10565397
2028.0,170.42699,0.35577062
2028.0,104.3804,0.33533528
2028.0,27.436125,-0.114341885
2028.0,60.706997,0.17052391
2028.0,41.408813,0.5084772
2028.0,134.06705,0.35095075
2028.0,109.334114,-0.46488854
2028.0,125.97985,0.4613805
2028.0,97.63929,0.42579868
2028.0,64.38493,-1.0075992
2028.0,29.717695,-1.1208508
2028.0,122.34606,0.38037398
2028.0,115.14992,0.29025844
2028.0,85.179054,-0.47680566
2028.0,76.05203,0.383611
2028.0,193.06818,0.41328958
2028.0,218.65427,0.34709457
2028.0,175.9497,0.39611772
2028.0,46.252075,0.657372
2028.0,64.39386,0.425396
2028.0,41.57859,-0.6003784
2028.0,163.85535,0.17483237
2028.0,116.53631,0.41153196
2028.0,130.41562,0.27920917
2028.0,143.46423,0.4015489
2028.0,90.67862,-0.040543288
2028.0,45.534966,1.1653849
2028.0,128.95486,0.33891156
2028.0,66.12402,0.76895666
2028.0,128.72678,0.37830785
2028.0,80.49515,0.45460346
2028.0,170.12354,0.30511954
2028.0,88.23916,0.39796975
2028.0,49.187046,0.5091752
2028.0,58.315807,0.37186125
2028.0,80.08973,0.37199548
2028.0,82.951805,0.7009411
2028.0,55.997414,0.7981812
2028.0,87.0063,0.2855163
